Date,Hour,Temp.Faren,Load.MW
1/31/2005,0,30,5186.4
1/31/2005,1,29,4921.8
1/31/2005,2,28,4746.4
1/31/2005,3,27,4647.3
1/31/2005,4,26,4630.3
1/31/2005,5,25,4718.9
1/31/2005,6,25,5141.5
1/31/2005,7,24,5810.1
1/31/2005,8,24,6290.0
1/31/2005,9,26,6627.2
1/31/2005,10,27,6861.5
1/31/2005,11,30,6898.4
1/31/2005,12,32,6935.0
1/31/2005,13,34,6896.5
1/31/2005,14,35,6884.3
1/31/2005,15,35,6852.2
1/31/2005,16,34,6878.6
1/31/2005,17,33,6971.0
1/31/2005,18,33,7232.7
1/31/2005,19,32,7057.0
1/31/2005,20,32,6841.9
1/31/2005,21,31,6569.9
1/31/2005,22,30,6265.2
1/31/2005,23,30,5841.9
2/1/2005,0,30,5271.6
2/1/2005,1,30,4941.5
2/1/2005,2,29,4746.3
2/1/2005,3,28,4643.3
2/1/2005,4,27,4605.1
2/1/2005,5,27,4684.4
2/1/2005,6,27,5110.2
2/1/2005,7,26,5806.8
2/1/2005,8,26,6315.1
2/1/2005,9,29,6576.2
2/1/2005,10,31,6809.0
2/1/2005,11,33,6820.1
2/1/2005,12,35,6820.2
2/1/2005,13,37,6797.0
2/1/2005,14,38,6739.3
2/1/2005,15,40,6718.9
2/1/2005,16,40,6743.3
2/1/2005,17,38,6909.4
2/1/2005,18,37,7103.1
2/1/2005,19,34,6934.5
2/1/2005,20,36,6740.3
2/1/2005,21,35,6454.1
2/1/2005,22,35,6171.9
2/1/2005,23,34,5736.2
2/2/2005,0,33,5240.8
2/2/2005,1,33,4840.1
2/2/2005,2,33,4634.7
2/2/2005,3,30,4577.7
2/2/2005,4,31,4537.5
2/2/2005,5,28,4590.0
2/2/2005,6,28,4986.6
2/2/2005,7,29,5769.0
2/2/2005,8,29,6192.6
2/2/2005,9,31,6508.2
2/2/2005,10,33,6713.9
2/2/2005,11,35,6753.2
2/2/2005,12,36,6769.0
2/2/2005,13,38,6754.9
2/2/2005,14,39,6744.7
2/2/2005,15,40,6706.0
2/2/2005,16,39,6752.0
2/2/2005,17,37,6870.7
2/2/2005,18,36,7120.3
2/2/2005,19,35,6903.4
2/2/2005,20,35,6718.3
2/2/2005,21,34,6499.2
2/2/2005,22,34,6163.1
2/2/2005,23,34,5697.1
2/3/2005,0,33,5210.5
2/3/2005,1,32,4845.7
2/3/2005,2,31,4633.1
2/3/2005,3,31,4545.0
2/3/2005,4,31,4515.8
2/3/2005,5,31,4565.5
2/3/2005,6,30,4957.4
2/3/2005,7,30,5656.7
2/3/2005,8,31,6185.6
2/3/2005,9,33,6463.0
2/3/2005,10,35,6666.9
2/3/2005,11,35,6781.6
2/3/2005,12,38,6763.7
2/3/2005,13,38,6737.7
2/3/2005,14,41,6696.5
2/3/2005,15,40,6715.3
2/3/2005,16,39,6840.5
2/3/2005,17,39,6931.3
2/3/2005,18,40,7111.0
2/3/2005,19,39,6899.3
2/3/2005,20,39,6642.4
2/3/2005,21,38,6372.7
2/3/2005,22,38,6083.8
2/3/2005,23,37,5643.2
2/4/2005,0,36,5106.3
2/4/2005,1,34,4757.3
2/4/2005,2,34,4573.6
2/4/2005,3,35,4468.3
2/4/2005,4,35,4414.0
2/4/2005,5,34,4514.9
2/4/2005,6,34,4891.1
2/4/2005,7,34,5658.3
2/4/2005,8,34,6197.4
2/4/2005,9,35,6471.4
2/4/2005,10,37,6712.8
2/4/2005,11,39,6755.7
2/4/2005,12,40,6790.8
2/4/2005,13,42,6719.8
2/4/2005,14,43,6660.7
2/4/2005,15,45,6590.0
2/4/2005,16,45,6596.5
2/4/2005,17,43,6640.8
2/4/2005,18,43,6887.9
2/4/2005,19,43,6616.9
2/4/2005,20,43,6405.4
2/4/2005,21,42,6158.2
2/4/2005,22,43,5877.2
2/4/2005,23,43,5528.2
2/5/2005,0,41,5082.9
2/5/2005,1,40,4748.6
2/5/2005,2,40,4557.3
2/5/2005,3,40,4390.3
2/5/2005,4,39,4305.0
2/5/2005,5,39,4340.3
2/5/2005,6,40,4471.0
2/5/2005,7,39,4625.4
2/5/2005,8,40,4904.6
2/5/2005,9,41,5218.9
2/5/2005,10,43,5482.1
2/5/2005,11,45,5594.6
2/5/2005,12,47,5305.3
2/5/2005,13,50,5253.6
2/5/2005,14,51,5216.5
2/5/2005,15,52,5164.9
2/5/2005,16,52,5160.3
2/5/2005,17,51,5242.8
2/5/2005,18,50,5962.6
2/5/2005,19,48,5978.9
2/5/2005,20,47,5822.4
2/5/2005,21,44,5634.7
2/5/2005,22,44,5515.8
2/5/2005,23,44,5275.9
2/6/2005,0,43,4949.6
2/6/2005,1,43,4660.7
2/6/2005,2,42,4430.9
2/6/2005,3,42,4287.3
2/6/2005,4,41,4238.1
2/6/2005,5,40,4221.5
2/6/2005,6,41,4312.7
2/6/2005,7,40,4332.9
2/6/2005,8,41,4515.0
2/6/2005,9,42,4817.7
2/6/2005,10,44,5073.9
2/6/2005,11,46,5260.3
2/6/2005,12,49,5370.6
2/6/2005,13,50,5363.3
2/6/2005,14,51,5337.9
2/6/2005,15,51,5306.0
2/6/2005,16,51,5306.9
2/6/2005,17,49,5431.8
2/6/2005,18,48,5844.6
2/6/2005,19,48,5879.5
2/6/2005,20,47,5756.7
2/6/2005,21,45,5656.8
2/6/2005,22,42,5462.5
2/6/2005,23,41,5188.1
2/7/2005,0,43,4774.6
2/7/2005,1,43,4495.6
2/7/2005,2,42,4319.6
2/7/2005,3,40,4224.2
2/7/2005,4,40,4191.4
2/7/2005,5,40,4273.7
2/7/2005,6,39,4738.8
2/7/2005,7,37,5352.3
2/7/2005,8,39,5942.9
2/7/2005,9,41,6234.0
2/7/2005,10,43,6422.2
2/7/2005,11,46,6467.5
2/7/2005,12,47,6517.4
2/7/2005,13,50,6465.0
2/7/2005,14,49,6456.8
2/7/2005,15,52,6439.4
2/7/2005,16,51,6454.2
2/7/2005,17,48,6544.6
2/7/2005,18,44,6901.3
2/7/2005,19,42,6666.4
2/7/2005,20,44,6481.3
2/7/2005,21,41,6179.5
2/7/2005,22,41,5874.5
2/7/2005,23,41,5430.2
2/8/2005,0,39,4885.0
2/8/2005,1,42,4540.2
2/8/2005,2,42,4339.8
2/8/2005,3,41,4196.8
2/8/2005,4,43,4218.6
2/8/2005,5,43,4307.3
2/8/2005,6,43,4747.5
2/8/2005,7,45,5397.2
2/8/2005,8,46,5980.1
2/8/2005,9,47,6262.5
2/8/2005,10,47,6479.9
2/8/2005,11,47,6570.3
2/8/2005,12,50,6559.1
2/8/2005,13,51,6549.8
2/8/2005,14,52,6507.0
2/8/2005,15,51,6464.0
2/8/2005,16,51,6465.3
2/8/2005,17,51,6656.4
2/8/2005,18,50,6897.6
2/8/2005,19,50,6663.2
2/8/2005,20,50,6419.6
2/8/2005,21,50,6130.9
2/8/2005,22,49,5829.7
2/8/2005,23,49,5379.5
2/9/2005,0,48,4937.0
2/9/2005,1,47,4516.5
2/9/2005,2,47,4320.4
2/9/2005,3,46,4204.1
2/9/2005,4,47,4168.7
2/9/2005,5,47,4233.9
2/9/2005,6,47,4672.8
2/9/2005,7,47,5312.0
2/9/2005,8,46,5922.9
2/9/2005,9,47,6213.2
2/9/2005,10,48,6347.4
2/9/2005,11,49,6435.4
2/9/2005,12,52,6452.2
2/9/2005,13,54,6421.2
2/9/2005,14,52,6435.6
2/9/2005,15,52,6441.5
2/9/2005,16,53,6473.7
2/9/2005,17,51,6565.9
2/9/2005,18,49,6782.1
2/9/2005,19,49,6583.8
2/9/2005,20,48,6379.3
2/9/2005,21,47,6111.7
2/9/2005,22,46,5788.2
2/9/2005,23,47,5381.3
2/10/2005,0,46,4849.7
2/10/2005,1,45,4493.7
2/10/2005,2,45,4311.1
2/10/2005,3,44,4197.9
2/10/2005,4,44,4134.3
2/10/2005,5,43,4214.5
2/10/2005,6,43,4668.5
2/10/2005,7,44,5347.2
2/10/2005,8,44,5974.7
2/10/2005,9,43,6310.2
2/10/2005,10,42,6520.5
2/10/2005,11,40,6616.9
2/10/2005,12,40,6594.6
2/10/2005,13,40,6605.5
2/10/2005,14,39,6561.1
2/10/2005,15,38,6522.3
2/10/2005,16,37,6563.2
2/10/2005,17,35,6725.6
2/10/2005,18,34,6983.7
2/10/2005,19,34,6785.9
2/10/2005,20,32,6618.6
2/10/2005,21,31,6346.4
2/10/2005,22,31,6009.1
2/10/2005,23,31,5577.8
2/11/2005,0,30,5109.4
2/11/2005,1,30,4741.6
2/11/2005,2,31,4551.5
2/11/2005,3,30,4438.8
2/11/2005,4,30,4402.1
2/11/2005,5,30,4484.4
2/11/2005,6,30,4845.6
2/11/2005,7,30,5543.3
2/11/2005,8,29,6025.2
2/11/2005,9,30,6402.7
2/11/2005,10,32,6573.7
2/11/2005,11,34,6675.8
2/11/2005,12,36,6650.5
2/11/2005,13,38,6640.0
2/11/2005,14,38,6621.3
2/11/2005,15,39,6579.6
2/11/2005,16,39,6551.9
2/11/2005,17,38,6661.1
2/11/2005,18,37,6876.9
2/11/2005,19,36,6709.4
2/11/2005,20,36,6417.2
2/11/2005,21,36,6179.5
2/11/2005,22,36,5900.5
2/11/2005,23,35,5541.5
2/12/2005,0,34,5137.5
2/12/2005,1,31,4799.6
2/12/2005,2,31,4626.9
2/12/2005,3,31,4461.3
2/12/2005,4,31,4404.7
2/12/2005,5,31,4414.1
2/12/2005,6,31,4514.1
2/12/2005,7,30,4722.4
2/12/2005,8,32,4972.9
2/12/2005,9,33,5292.6
2/12/2005,10,35,5560.4
2/12/2005,11,37,5709.0
2/12/2005,12,37,5790.4
2/12/2005,13,41,5717.3
2/12/2005,14,42,5655.2
2/12/2005,15,42,5604.8
2/12/2005,16,40,5625.1
2/12/2005,17,39,5735.9
2/12/2005,18,38,6044.0
2/12/2005,19,37,6052.7
2/12/2005,20,38,5905.8
2/12/2005,21,38,5741.3
2/12/2005,22,37,5530.8
2/12/2005,23,38,5303.1
2/13/2005,0,38,5028.0
2/13/2005,1,37,4670.8
2/13/2005,2,37,4495.7
2/13/2005,3,36,4351.5
2/13/2005,4,36,4266.9
2/13/2005,5,34,4256.1
2/13/2005,6,33,4360.1
2/13/2005,7,34,4453.2
2/13/2005,8,32,4603.3
2/13/2005,9,32,4884.9
2/13/2005,10,34,5112.0
2/13/2005,11,35,5314.4
2/13/2005,12,37,5415.3
2/13/2005,13,38,5439.2
2/13/2005,14,39,5445.7
2/13/2005,15,40,5393.1
2/13/2005,16,41,5399.5
2/13/2005,17,39,5535.0
2/13/2005,18,38,5918.9
2/13/2005,19,37,5939.9
2/13/2005,20,37,5792.4
2/13/2005,21,37,5768.1
2/13/2005,22,36,5624.9
2/13/2005,23,36,5287.2
2/14/2005,0,35,4895.7
2/14/2005,1,34,4571.2
2/14/2005,2,34,4414.3
2/14/2005,3,33,4304.8
2/14/2005,4,32,4305.8
2/14/2005,5,32,4382.6
2/14/2005,6,32,4773.9
2/14/2005,7,33,5442.8
2/14/2005,8,34,6101.5
2/14/2005,9,35,6423.4
2/14/2005,10,38,6625.8
2/14/2005,11,39,6684.0
2/14/2005,12,37,6749.2
2/14/2005,13,38,6791.6
2/14/2005,14,40,6787.3
2/14/2005,15,40,6786.7
2/14/2005,16,41,6945.4
2/14/2005,17,43,7028.2
2/14/2005,18,44,7104.3
2/14/2005,19,45,6819.5
2/14/2005,20,46,6551.6
2/14/2005,21,47,6286.1
2/14/2005,22,48,5953.7
2/14/2005,23,48,5543.2
2/15/2005,0,47,4991.8
2/15/2005,1,48,4602.8
2/15/2005,2,49,4399.6
2/15/2005,3,50,4274.7
2/15/2005,4,50,4225.8
2/15/2005,5,49,4299.7
2/15/2005,6,47,4707.9
2/15/2005,7,47,5351.5
2/15/2005,8,46,5868.0
2/15/2005,9,47,6193.8
2/15/2005,10,48,6400.0
2/15/2005,11,49,6440.8
2/15/2005,12,50,6449.2
2/15/2005,13,51,6437.6
2/15/2005,14,54,6426.2
2/15/2005,15,55,6392.9
2/15/2005,16,56,6394.0
2/15/2005,17,54,6475.9
2/15/2005,18,53,6726.4
2/15/2005,19,53,6563.9
2/15/2005,20,52,6352.8
2/15/2005,21,52,6139.5
2/15/2005,22,52,5790.7
2/15/2005,23,52,5313.6
2/16/2005,0,51,4854.6
2/16/2005,1,48,4460.7
2/16/2005,2,48,4278.9
2/16/2005,3,48,4176.6
2/16/2005,4,48,4147.7
2/16/2005,5,47,4240.0
2/16/2005,6,45,4632.9
2/16/2005,7,45,5266.0
2/16/2005,8,48,5813.6
2/16/2005,9,49,6212.6
2/16/2005,10,52,6354.1
2/16/2005,11,53,6436.6
2/16/2005,12,53,6480.2
2/16/2005,13,52,6448.9
2/16/2005,14,52,6455.2
2/16/2005,15,53,6507.9
2/16/2005,16,50,6722.6
2/16/2005,17,41,6902.8
2/16/2005,18,41,6892.3
2/16/2005,19,41,6719.6
2/16/2005,20,40,6470.9
2/16/2005,22,36,5962.2
2/16/2005,23,36,5436.1
2/17/2005,0,35,4981.3
2/17/2005,1,33,4591.7
2/17/2005,2,33,4436.7
2/17/2005,3,32,4333.2
2/17/2005,4,32,4303.4
2/17/2005,5,32,4388.8
2/17/2005,6,31,4493.4
2/17/2005,7,31,5430.7
2/17/2005,8,31,5999.8
2/17/2005,9,32,6348.8
2/17/2005,10,32,6603.4
2/17/2005,11,33,6647.8
2/17/2005,12,34,6667.9
2/17/2005,13,36,6656.6
2/17/2005,14,36,6646.8
2/17/2005,15,37,6605.0
2/17/2005,16,38,6643.9
2/17/2005,17,38,6725.0
2/17/2005,18,37,6940.3
2/17/2005,19,36,6806.7
2/17/2005,20,35,6546.9
2/17/2005,21,34,6276.6
2/17/2005,22,33,5967.9
2/17/2005,23,32,5584.4
2/18/2005,0,31,5092.9
2/18/2005,1,31,4723.1
2/18/2005,2,30,4533.0
2/18/2005,3,28,4415.4
2/18/2005,4,28,4403.3
2/18/2005,5,27,4477.6
2/18/2005,6,27,4887.2
2/18/2005,7,26,5485.7
2/18/2005,8,26,6078.9
2/18/2005,9,28,6414.2
2/18/2005,10,27,6630.8
2/18/2005,11,27,6741.2
2/18/2005,12,28,6803.0
2/18/2005,13,29,6795.0
2/18/2005,14,29,6735.0
2/18/2005,15,27,6681.4
2/18/2005,16,28,6712.3
2/18/2005,17,27,6786.2
2/18/2005,18,26,6979.2
2/18/2005,19,25,6870.8
2/18/2005,20,23,6644.4
2/18/2005,22,20,6097.6
2/18/2005,23,19,5767.7
2/19/2005,0,18,5403.9
2/19/2005,1,18,4998.4
2/19/2005,2,17,4843.2
2/19/2005,3,17,4709.5
2/19/2005,4,17,4649.0
2/19/2005,5,17,4654.2
2/19/2005,6,16,4795.0
2/19/2005,7,16,4909.1
2/19/2005,8,17,5181.5
2/19/2005,9,19,5507.1
2/19/2005,10,20,5773.8
2/19/2005,11,22,5898.3
2/19/2005,12,25,5925.9
2/19/2005,13,27,5919.0
2/19/2005,14,29,5843.1
2/19/2005,15,30,5763.4
2/19/2005,16,31,5738.9
2/19/2005,17,31,5811.5
2/19/2005,18,31,6045.1
2/19/2005,19,30,6159.4
2/19/2005,20,30,6075.2
2/19/2005,21,30,5914.9
2/19/2005,22,30,5707.9
2/19/2005,23,30,5494.5
2/20/2005,0,30,5190.2
2/20/2005,1,30,4884.4
2/20/2005,2,30,4684.6
2/20/2005,3,29,4537.1
2/20/2005,4,29,4454.5
2/20/2005,5,29,4430.4
2/20/2005,6,28,4519.0
2/20/2005,7,28,4558.1
2/20/2005,8,27,4712.6
2/20/2005,9,28,4975.6
2/20/2005,10,30,5211.1
2/20/2005,11,31,5359.5
2/20/2005,12,35,5459.8
2/20/2005,13,36,5437.1
2/20/2005,14,36,5421.1
2/20/2005,15,36,5414.3
2/20/2005,16,36,5413.0
2/20/2005,17,36,5507.1
2/20/2005,18,35,5909.7
2/20/2005,19,35,5906.7
2/20/2005,20,34,5865.0
2/20/2005,21,34,5766.5
2/20/2005,22,28,5651.4
2/20/2005,23,29,5369.5
2/21/2005,0,29,5099.5
2/21/2005,1,28,4775.4
2/21/2005,2,29,4586.3
2/21/2005,3,30,4458.3
2/21/2005,4,31,4414.1
2/21/2005,5,32,4466.2
2/21/2005,6,32,4666.0
2/21/2005,7,32,4874.0
2/21/2005,8,33,5196.9
2/21/2005,9,34,5569.6
2/21/2005,10,34,5891.3
2/21/2005,11,34,6094.3
2/21/2005,12,34,6166.0
2/21/2005,13,34,6178.8
2/21/2005,14,34,6206.4
2/21/2005,15,34,6174.9
2/21/2005,16,34,6184.9
2/21/2005,17,34,6332.5
2/21/2005,18,34,6495.3
2/21/2005,19,34,6417.5
2/21/2005,20,34,6278.9
2/21/2005,21,33,6084.0
2/21/2005,22,33,5824.1
2/21/2005,23,32,5521.2
2/22/2005,0,32,5071.5
2/22/2005,1,32,4733.2
2/22/2005,2,32,4566.0
2/22/2005,3,32,4432.3
2/22/2005,4,32,4398.4
2/22/2005,5,32,4464.3
2/22/2005,6,32,4846.8
2/22/2005,7,32,5358.5
2/22/2005,8,33,5911.2
2/22/2005,9,34,6291.3
2/22/2005,10,35,6507.9
2/22/2005,11,38,6590.2
2/22/2005,12,39,6654.7
2/22/2005,13,39,6583.0
2/22/2005,14,41,6667.4
2/22/2005,15,41,6593.4
2/22/2005,16,42,6593.0
2/22/2005,17,42,6607.1
2/22/2005,18,41,6795.9
2/22/2005,19,42,6663.8
2/22/2005,20,42,6468.8
2/22/2005,21,41,6234.6
2/22/2005,22,40,5928.7
2/22/2005,23,39,5513.4
2/23/2005,0,36,5034.2
2/23/2005,1,36,4666.7
2/23/2005,2,36,4466.8
2/23/2005,3,35,4359.1
2/23/2005,4,35,4322.0
2/23/2005,5,35,4404.9
2/23/2005,6,36,4765.5
2/23/2005,7,34,5311.4
2/23/2005,8,34,5852.5
2/23/2005,9,35,6253.9
2/23/2005,10,36,6497.6
2/23/2005,11,36,6596.5
2/23/2005,12,37,6623.4
2/23/2005,13,38,6607.8
2/23/2005,14,39,6607.8
2/23/2005,15,39,6603.7
2/23/2005,16,37,6602.0
2/23/2005,17,37,6641.0
2/23/2005,18,36,6809.6
2/23/2005,19,35,6832.9
2/23/2005,20,33,6575.1
2/23/2005,21,32,6323.7
2/23/2005,22,31,6035.7
2/23/2005,23,30,5666.5
2/24/2005,0,29,5197.5
2/24/2005,1,29,4820.7
2/24/2005,2,28,4596.2
2/24/2005,3,27,4482.5
2/24/2005,4,27,4461.9
2/24/2005,5,27,4504.1
2/24/2005,6,26,4890.6
2/24/2005,7,25,5393.1
2/24/2005,8,25,5983.8
2/24/2005,9,26,6354.5
2/24/2005,10,27,6631.7
2/24/2005,11,28,6732.5
2/24/2005,12,28,6822.2
2/24/2005,13,28,6823.5
2/24/2005,14,30,6843.1
2/24/2005,15,29,6827.9
2/24/2005,16,28,6891.9
2/24/2005,17,27,7014.6
2/24/2005,18,24,7167.3
2/24/2005,19,24,7074.0
2/24/2005,20,24,6733.7
2/24/2005,21,25,6511.8
2/24/2005,22,25,6181.8
2/24/2005,23,25,5787.5
2/25/2005,0,25,5335.6
2/25/2005,1,24,4954.9
2/25/2005,2,24,4769.7
2/25/2005,3,24,4632.1
2/25/2005,4,24,4611.8
2/25/2005,5,24,4662.2
2/25/2005,6,23,5054.2
2/25/2005,7,23,5470.3
2/25/2005,8,22,5997.1
2/25/2005,9,24,6394.9
2/25/2005,10,27,6612.5
2/25/2005,11,29,6767.7
2/25/2005,12,33,6786.8
2/25/2005,13,33,6734.0
2/25/2005,14,34,6715.9
2/25/2005,15,34,6716.7
2/25/2005,16,35,6686.3
2/25/2005,17,34,6728.8
2/25/2005,18,33,6802.6
2/25/2005,19,33,6741.9
2/25/2005,20,32,6508.7
2/25/2005,21,31,6294.8
2/25/2005,22,30,5986.8
2/25/2005,23,29,5640.6
2/26/2005,0,29,5280.9
2/26/2005,1,28,4957.0
2/26/2005,2,27,4728.9
2/26/2005,3,27,4591.0
2/26/2005,4,26,4514.7
2/26/2005,5,26,4491.7
2/26/2005,6,26,4664.0
2/26/2005,7,28,4767.5
2/26/2005,8,31,5046.1
2/26/2005,9,31,5339.6
2/26/2005,10,32,5624.6
2/26/2005,11,33,5760.7
2/26/2005,12,34,5872.3
2/26/2005,13,38,5806.2
2/26/2005,14,38,5757.9
2/26/2005,15,39,5691.9
2/26/2005,16,40,5670.0
2/26/2005,17,40,5758.7
2/26/2005,18,38,5987.9
2/26/2005,19,37,6110.4
2/26/2005,20,36,6007.8
2/26/2005,21,36,5860.3
2/26/2005,22,34,5697.1
2/26/2005,23,32,5449.7
2/27/2005,0,30,5136.9
2/27/2005,1,28,4883.6
2/27/2005,2,28,4682.4
2/27/2005,3,27,4530.7
2/27/2005,4,26,4476.2
2/27/2005,5,25,4469.3
2/27/2005,6,24,4548.0
2/27/2005,7,23,4593.8
2/27/2005,8,23,4786.0
2/27/2005,9,25,5038.1
2/27/2005,10,28,5307.7
2/27/2005,11,32,5463.1
2/27/2005,12,32,5559.7
2/27/2005,13,34,5548.6
2/27/2005,14,35,5548.3
2/27/2005,15,36,5508.8
2/27/2005,16,37,5529.5
2/27/2005,17,36,5610.1
2/27/2005,18,36,5931.8
2/27/2005,19,36,6110.3
2/27/2005,20,35,6048.3
2/27/2005,21,34,5900.5
2/27/2005,22,33,5705.3
2/27/2005,23,34,5355.8
2/28/2005,0,34,4995.5
2/28/2005,1,35,4680.2
2/28/2005,2,35,4492.9
2/28/2005,3,34,4418.2
2/28/2005,4,32,4383.2
2/28/2005,5,32,4429.9
2/28/2005,6,32,4891.5
2/28/2005,7,32,5492.3
2/28/2005,8,33,6086.0
2/28/2005,9,33,6429.7
2/28/2005,10,33,6690.2
2/28/2005,11,33,6795.2
2/28/2005,12,34,6815.6
2/28/2005,13,34,6820.8
2/28/2005,14,33,6860.2
2/28/2005,15,33,6814.3
2/28/2005,16,32,6910.0
2/28/2005,17,32,6946.9
2/28/2005,18,32,7171.3
2/28/2005,19,31,6996.7
2/28/2005,20,30,6734.3
2/28/2005,21,30,6502.0
2/28/2005,22,31,6141.7
2/28/2005,23,31,5725.6
3/1/2005,0,31,5221.8
3/1/2005,1,31,4839.2
3/1/2005,2,31,4643.8
3/1/2005,3,31,4550.8
3/1/2005,4,30,4519.0
3/1/2005,5,30,4592.8
3/1/2005,6,30,4987.6
3/1/2005,7,30,5509.6
3/1/2005,8,31,6016.5
3/1/2005,9,30,6458.8
3/1/2005,10,31,6737.1
3/1/2005,11,32,6887.6
3/1/2005,12,33,6943.8
3/1/2005,13,34,6815.8
3/1/2005,14,33,6800.8
3/1/2005,15,37,6727.5
3/1/2005,16,38,6885.7
3/1/2005,17,37,6860.7
3/1/2005,18,36,7006.7
3/1/2005,19,36,6939.0
3/1/2005,20,36,6717.3
3/1/2005,21,36,6433.3
3/1/2005,22,35,6121.2
3/1/2005,23,35,5696.7
3/2/2005,0,34,5164.0
3/2/2005,1,33,4790.7
3/2/2005,2,32,4607.8
3/2/2005,3,32,4516.2
3/2/2005,4,30,4490.4
3/2/2005,5,30,4552.6
3/2/2005,6,30,4957.7
3/2/2005,7,30,5611.4
3/2/2005,8,31,6114.9
3/2/2005,9,32,6447.9
3/2/2005,10,34,6664.8
3/2/2005,11,34,6755.2
3/2/2005,12,36,6718.9
3/2/2005,13,37,6690.7
3/2/2005,14,37,6633.1
3/2/2005,15,37,6601.7
3/2/2005,16,37,6680.8
3/2/2005,17,36,6777.7
3/2/2005,18,35,6889.1
3/2/2005,19,34,6875.5
3/2/2005,20,33,6692.6
3/2/2005,21,32,6430.1
3/2/2005,22,31,6105.7
3/2/2005,23,29,5709.3
3/3/2005,0,28,5192.6
3/3/2005,1,27,4828.5
3/3/2005,2,27,4660.0
3/3/2005,3,25,4575.1
3/3/2005,4,24,4515.1
3/3/2005,5,24,4586.7
3/3/2005,6,23,4998.6
3/3/2005,7,23,5589.3
3/3/2005,8,23,6135.9
3/3/2005,9,24,6555.5
3/3/2005,10,26,6760.1
3/3/2005,11,27,6825.9
3/3/2005,12,29,6837.1
3/3/2005,13,30,6806.8
3/3/2005,14,31,6943.2
3/3/2005,15,32,6751.2
3/3/2005,16,33,6804.5
3/3/2005,17,32,6828.8
3/3/2005,18,32,6913.7
3/3/2005,19,31,6913.8
3/3/2005,20,31,6720.5
3/3/2005,21,30,6540.2
3/3/2005,22,29,6238.4
3/3/2005,23,28,5760.7
3/4/2005,0,27,5232.4
3/4/2005,1,26,4901.3
3/4/2005,2,26,4722.4
3/4/2005,3,25,4603.8
3/4/2005,4,25,4578.1
3/4/2005,5,24,4634.5
3/4/2005,6,24,5001.6
3/4/2005,7,24,5594.1
3/4/2005,8,25,6135.9
3/4/2005,9,25,6487.6
3/4/2005,10,28,6723.7
3/4/2005,11,30,6777.9
3/4/2005,12,32,6455.3
3/4/2005,13,33,6408.3
3/4/2005,14,34,6701.3
3/4/2005,15,35,6626.8
3/4/2005,16,35,6628.7
3/4/2005,17,34,6679.4
3/4/2005,18,33,6733.5
3/4/2005,19,34,6729.2
3/4/2005,20,33,6505.4
3/4/2005,21,32,6234.3
3/4/2005,22,32,5964.0
3/4/2005,23,31,5641.7
3/5/2005,0,32,5213.8
3/5/2005,1,31,4846.4
3/5/2005,2,30,4669.1
3/5/2005,3,29,4526.5
3/5/2005,4,29,4445.8
3/5/2005,5,28,4466.6
3/5/2005,6,27,4556.2
3/5/2005,7,27,4666.5
3/5/2005,8,28,4995.8
3/5/2005,9,30,5327.4
3/5/2005,10,32,5576.2
3/5/2005,11,34,5687.8
3/5/2005,12,38,5717.6
3/5/2005,13,38,5688.1
3/5/2005,14,39,5619.3
3/5/2005,15,41,5547.7
3/5/2005,16,41,5550.3
3/5/2005,17,41,5555.4
3/5/2005,18,41,5713.4
3/5/2005,19,40,5966.0
3/5/2005,20,39,5875.2
3/5/2005,21,38,5761.6
3/5/2005,22,37,5586.0
3/5/2005,23,36,5364.3
3/6/2005,0,35,5031.9
3/6/2005,1,34,4736.6
3/6/2005,2,34,4532.6
3/6/2005,3,33,4391.8
3/6/2005,4,33,4316.6
3/6/2005,5,32,4321.8
3/6/2005,6,32,4404.6
3/6/2005,7,32,4414.3
3/6/2005,8,33,4606.7
3/6/2005,9,34,4896.6
3/6/2005,10,36,5092.7
3/6/2005,11,38,5330.7
3/6/2005,12,41,5426.3
3/6/2005,13,41,5425.1
3/6/2005,14,42,5496.9
3/6/2005,15,44,5416.1
3/6/2005,16,45,5487.2
3/6/2005,17,45,5618.5
3/6/2005,18,46,5828.7
3/6/2005,19,48,5944.2
3/6/2005,20,48,5867.8
3/6/2005,21,47,5726.8
3/6/2005,22,47,5516.4
3/6/2005,23,47,5160.0
3/7/2005,0,47,4764.6
3/7/2005,1,46,4483.4
3/7/2005,2,45,4302.9
3/7/2005,3,45,4199.6
3/7/2005,4,44,4187.8
3/7/2005,5,45,4278.2
3/7/2005,6,45,4723.7
3/7/2005,7,45,5312.2
3/7/2005,8,47,5903.4
3/7/2005,9,47,6205.7
3/7/2005,10,51,6363.4
3/7/2005,11,55,6406.7
3/7/2005,12,58,6450.0
3/7/2005,13,62,6429.8
3/7/2005,14,60,6392.3
3/7/2005,15,58,6346.4
3/7/2005,16,58,6366.7
3/7/2005,17,57,6473.9
3/7/2005,18,52,6561.0
3/7/2005,19,50,6576.2
3/7/2005,20,51,6397.0
3/7/2005,21,49,6103.9
3/7/2005,22,48,5800.7
3/7/2005,23,52,5372.2
3/8/2005,0,54,4841.0
3/8/2005,1,48,4460.6
3/8/2005,2,52,4255.8
3/8/2005,3,55,4153.2
3/8/2005,4,54,4094.2
3/8/2005,5,55,4171.8
3/8/2005,6,50,4580.6
3/8/2005,7,51,5232.5
3/8/2005,8,50,5869.8
3/8/2005,9,46,6245.0
3/8/2005,10,43,6551.0
